tweet,label,raw
@user @user @user @user @user @user dirk isn't a plumber. he is top 25 all time. dan majerle and danny ainge shoudn't be mentioned in the same breath as him.,NOT,@USER @USER @USER @USER @USER @USER Dirk isn't a plumber. He is top 25 all time. Dan Majerle and Danny Ainge shoudn't be mentioned in the same breath as him.
@user @user wtf?   already thin d backfield just got thinner.,NOT,@USER @USER WTF?   Already thin D backfield just got thinner.
@user a letter she wrote was used as an exhibit by the aclu in their lawsuit against the trump administration on family separations at the border. she sounds connected. url,NOT,@USER A letter she wrote was used as an exhibit by the ACLU in their lawsuit against the Trump administration on family separations at the border. She sounds connected. URL
@user the war on honest conservatives-antifa,NOT,@USER the war on honest conservatives-antifa
@user @user in the uk we are desperately trying to protect our national health service (free at the point of delivery) from right wing conservatives who admire the american model.,NOT,@USER @USER in the UK we are desperately trying to protect our National Health Service (free at the point of delivery) from right wing conservatives who admire the American model.
@user he always was in on it.,NOT,@USER He always was in on it.
everybody red heart  full moon face  roy guitar ayers-‘76 saxophone  url @user @user @user @user maga trump usa @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user url,NOT,EVERYBODY❤️🌝 ROY🎸AYERS-‘76🎷 URL @USER @USER @USER @USER #MAGA #Trump #USA @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER URL
@user @user he is not wrong...,NOT,@USER @USER He is not wrong...
"judge dismisses lawsuit of berkeley student injured at protest of yiannopoulos event""  url t cot maga red nation rising""",NOT,"Judge Dismisses Lawsuit of Berkeley Student Injured at Protest of Yiannopoulos Event""  URL #TCOT #MAGA #RedNationRising"""
@user @user @user we are calling you an operative . or shill. and more important a bigot for refusing to apologize for your actions to a woman just because she is not a scientologist. you won’t even acknowledge what you did or defend or explain it despite how many times it has been asked already?,OFF,@USER @USER @USER We are calling you an operative . Or Shill. And more important a bigot for refusing to apologize for your actions to a woman just because she IS NOT a Scientologist. You won’t even acknowledge what you did or defend or explain it despite how many times it has been asked already?
@user happening to lecor and i where our frame rate is down by a decent amount and frame drops,NOT,@USER Happening to Lecor and I where our frame rate is down by a decent amount and frame drops
expect us to work our asses off for gun sense candidates!  @user gotv  throw them out  url,OFF,#ExpectUs to work our asses off for #GunSenseCandidates!  @USER #GOTV  #ThrowThemOut  URL
@user @user murda fucker,OFF,@USER @USER Murda fucker
@user yeahhhhh i will admit to being a destiny 1 cayde liker but god they just made him suck in 2!,OFF,@USER Yeahhhhh I will admit to being a Destiny 1 Cayde Liker but God they just made him suck in 2!
"@user @user @user @user @user @user @user @user @user they lie about firearms. they call the ar-15 a fully semi-automatic assault rifle."" they push gun control.  they say donald trump is racist and hates mexicans.  they say he colluded with russia.  so yes, they lie""",OFF,"@USER @USER @USER @USER @USER @USER @USER @USER @USER They lie about firearms. They call the AR-15 a fully semi-automatic assault rifle."" They push gun control.  They say Donald Trump is racist and hates Mexicans.  They say he colluded with Russia.  So yes, they lie"""
@user @user i rode once in 2013 with rebecca and she is so nice and such an athlete  woman mountain biking  flexed biceps light skin tone .,NOT,@USER @USER I rode once in 2013 with Rebecca and she is so nice and such an Athlete 🚵‍♀️💪🏻.
@user and then wana talk shit when you play something they don’t know but the song be fire and end up blowing up then later becomes they song  man facepalming medium-dark skin tone ,OFF,@USER And then wana talk shit when you play something they don’t know but the song be fire and end up blowing up then later becomes they song 🤦🏾‍♂️
@user @user holder's day is coming. soon.....,NOT,@USER @USER Holder's day is coming. Soon.....
"@user @user how's not going low"" been working for conservatives?""",NOT,"@USER @USER How's not going low"" been working for conservatives?"""
@user it would mean so much of an amazing girl (@user could have some advice from you. she is finally following her dream of being a photographer and would love some tips. her photos are amazing already so i know she is gonna be an even more amazing later on face blowing a kiss ,NOT,@USER it would mean so much of an amazing girl (@USER could have some advice from you. She is finally following her dream of being a photographer and would love some tips. Her photos are amazing already so I know she is gonna be an even more amazing later on😘
@user your trash!!!!!!!! but she would have been  a great coach if you wouldn't listen to zodiac....... but you are sagittarius you hate to be told what you can or cannot do......... like the coach from michigan wolverines hshshahhsjjjsjsjs....... you keep praying  now you hear.,OFF,@USER YOUR TRASH!!!!!!!! But she would have been  A great coach if you wouldn't listen to zodiac....... But you are sagittarius you hate to be told what you can or cannot do......... Like the coach from Michigan wolverines hshshahhsjjjsjsjs....... You keep PRAYING  now you hear.
@user what i say about being a little pussy and saying shit behind people's back,OFF,@USER WHAT I SAY ABOUT BEING A LITTLE PUSSY AND SAYING SHIT BEHIND PEOPLE'S BACK
@user @user @user says the guy who thinks that labor (australian equivalent of usa liberals) are socialists.  face with rolling eyes ,NOT,@USER @USER @USER Says the guy who thinks that Labor (Australian equivalent of USA liberals) are socialists. 🙄
@user @user @user you are a sick person,OFF,@USER @USER @USER You are a sick person
"@user i better use some tic tacs just in case i start kissing her. you know, i’m automatically attracted to beautiful — i just start kissing them. it’s like a magnet.just kiss. i don’t even wait. and when you’re a star, they let you do it. you can do anything.""""",NOT,"@USER I better use some Tic Tacs just in case I start kissing her. You know, I’m automatically attracted to beautiful — I just start kissing them. It’s like a magnet.Just kiss. I don’t even wait. And when you’re a star, they let you do it. You can do anything."""""
